title,location,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,url,description_short
"Applied Scientist, Navigation","US, CA, San Francisco",2026-06-12,10451675,amazon_science,2026-06-18,2026-06-26,0.4346,https://www.amazon.jobs/jobs/10451675/applied-scientist-navigation?cmpid=bsp-amazon-science,"Applied Scientist, Navigation US, CA, San Francisco Job ID: 10451675 Posted June 12, 2026 (Updated 6 days ago) Amazon is on a mission to redefine the future of automation — and we're looking for exceptional talent to help lead the way. We are building the next generation of advanced robotic systems that seamlessly blend cutting-edge AI, sophisticated control systems, and novel mechanical design to create adaptable, intelligent automation solutions capable of operating safely alongside humans in dynamic, real-world environments. At Amazon, we leverage the power of machine learning, artificial intelligence, and advanced robotics to solve some of the most complex operational challenges at a scale unlike anywhere else in the world. Our fleet of robots spans hundreds of facilities globally, working in sophisticated coordination to deliver on our promise of customer excellence — and we're just getting started. As a Scientist in Robot Navigation, you will be at the forefront of this transformation — architecting and delivering navigation systems that are intelligent, safe, and scalable. You will bring deep expertise in learning-based planning and control, a strong understanding of foundation models and their application to embodied agents, and as well as have in-depth understanding of control-theoretic approaches such as model predictive control (MPC)-based trajectory planning. You will develop navigation solutions that seamlessly blend data-driven intelligence with principled control-theoretic guarantees. Our vision is bold: to build navigation systems that allow robots to move fluidly and safely through dynamic environments — understanding context, anticipating change, and adapting in real time. You will lead research that bridges the gap between cutting-edge academic advances and production grade deployment, collaborating with world-class teams pushing the boundaries of robotic autonomy, manipulation, and human-robot interaction. Join us in building the next generation of intelligent navigation systems that will define the future of autonomous robotics at scale. Key job responsibilities - Design, develop, and deploy perception algorithms for robotics systems, including object detection, segmentation, tracking, depth estimation, and scene understanding - Lead research initiatives in computer vision, sensor fusion and 3D perception - Collaborate with cross-functional teams including robotics engineers, software engineers, and product managers to define and deliver perception capabilities - Drive end-to-end ownership of ML models — from data collection and labeling strategy to training, evaluation, and deployment - Mentor junior scientists and engineers; contribute to a culture of technical excellence - Define and track key metrics to measure perception system performance in real-world environments - Publish research findings in top-tier venues (CVPR, ICCV, ECCV, ICRA, NeurIPS, etc.) and contribute to patents A day in the life - Train ML models for deployment in simulation and real-world robots, identify and document their limitations post-deployment - Drive technical discussions within your team and with key stakeholders to develop innovative solutions to address identified limitations - Actively contribute to brainstorming sessions on adjacent topics, bringing fresh perspectives that help peers grow and succeed — and in doing so, build lasting trust across the team - Mentor team members while maintaining significant hands-on contribution to technical solutions About the team Our team is a group is a diverse group of scientists and engineers passionate about building intelligent machines. We value curiosity, rigor, and a bias for action. We believe in learning from failure and iterating quickly toward solutions that matter."
"Director, Applied Science, Alexa for Shopping (Rufus)","US, WA, Seattle",2026-06-12,10451677,amazon_science,2026-06-18,2026-06-25,0.4197,https://www.amazon.jobs/jobs/10451677/director-applied-science-alexa-for-shopping-rufus?cmpid=bsp-amazon-science,"Director, Applied Science, Alexa for Shopping (Rufus) US, WA, Seattle Job ID: 10451677 Posted June 12, 2026 (Updated 6 days ago) Alexa for Shopping (Rufus) is Amazon's new AI-powered shopping assistant that combines the capabilities of Rufus and Alexa+ to provide a more personalized and intelligent shopping experience. We are building the future of AI-powered commerce, where every customer interaction is conversational, personalized, and proactive. We are seeking a Director, Applied Science to lead the science vision and execution for the next-generation conversational AI platform. This leader will own the end-to-end science roadmap for a multi-agent architecture powered by large language models (LLMs), SLMs, reinforcement learning (RL), and post-training optimization to deliver the most helpful, accurate, and fastest AI shopping assistant in the industry. This is a transformational leadership role. You will lead the science that makes this possible: distilling Amazon's vast data assets into rich context, building specialized models through fine-tuning and RL that match frontier model quality at a fraction of the latency, and architecting intelligent agent routing across diverse use cases (pre-purchase, post-purchase, cross-Amazon services). The ideal candidate is deeply steeped in LLM-based architectures, post-training techniques (RLHF, DPO, fine-tuning), and multi-agent systems. They are passionate about applied science, working back from customer experience to define what matters, and building teams that ship production AI at scale. This leader will shape the science philosophy for one of Amazon's highest-visibility AI initiatives. Key job responsibilities - Define and execute the science strategy for Alexa for Shopping conversational AI platform - Lead a large, multidisciplinary organization of Applied Scientists, Research Scientists, and Machine Learning Engineers. - Architect and scale multi-agent systems - Partner with Product, Engineering, and senior leadership (including S-team) to align AI investments with long-term business goals and the vision of conversational commerce replacing traditional shopping paradigms. - Establish scientific best practices across experimentation, evaluation, model iteration, and production deployment for a high-traffic, latency-sensitive customer-facing system. - Mentor and develop senior technical leaders; foster a culture of innovation, customer obsession, and operational excellence."
"Sr Applied Scientist, Amazon Fulfillment Tech - Science","US, WA, Bellevue",2026-06-12,10451614,amazon_science,2026-06-18,2026-06-25,0.4346,https://www.amazon.jobs/jobs/10451614/sr-applied-scientist-amazon-fulfillment-tech--science?cmpid=bsp-amazon-science,"Sr Applied Scientist, Amazon Fulfillment Tech - Science US, WA, Bellevue Job ID: 10451614 Posted June 12, 2026 (Updated 6 days ago) The Amazon Fulfillment Technologies (AFT) Science team is seeking an exceptional Sr. Applied Scientist with strong operations research and optimization expertise to develop production solutions for one of the most complex systems in the world: Amazon's Fulfillment Network. At AFT Science, we design, build, and deploy optimization, statistics, machine learning, and GenAI/LLM solutions that power production systems running across Amazon Fulfillment Centers worldwide. We tackle a wide range of challenges throughout the network, including labor planning and staffing, pick scheduling, stow guidance, and capacity risk management. Our mission is to develop innovative, scalable, and reliable science-driven production solutions that exceed the published state of the art, enabling systems to run optimally and continuously (from every few minutes to every few hours) across our large-scale network. Key job responsibilities As a Senior Applied Scientist, you will collaborate with scientists, software engineers, product managers, and operations leaders to drive the end-to-end lifecycle of optimization-driven solutions that directly impact process efficiency and associate experience in the worldwide fulfillment network. Your key responsibilities include: * Develop deep understanding and domain knowledge of operational processes, system architecture, and business requirements * Dive deep into data and code to identify opportunities for continuous improvement and disruptive new approaches * Design and develop scalable mathematical models for production systems to derive optimal or near-optimal solutions for existing and emerging challenges * Create prototypes and simulations for agile experimentation of proposed solutions * Advocate for technical solutions with business stakeholders, engineering teams, and senior leadership * Partner with software engineers to integrate prototypes into production systems * Design and execute experiments to test new or incremental solutions launched in production * Build and monitor metrics to track solution performance and business impact About the team Amazon Fulfillment Technologies (AFT) designs, develops, and operates end-to-end fulfillment technology solutions that power Amazon Fulfillment Centers worldwide. AFT integrates software, science, and operational processes to optimize how inventory is received, stored, picked, packed, and shipped, enabling Amazon customers to receive the right products at the right time. AFT Science is the central science organization driving scientific solution empowering across all critical AFT charters including inbound, outbound, and labor planning. The Fulfillment Operations Research (FOR) team within AFT Science specializes in optimization, statistics, machine learning, and GenAI/LLM. The team partners closely with software engineering, product, and operations teams to deliver scalable and reliable production solutions while advancing the state of the art in optimization, machine learning, and decision science."
"Applied Scientist, Prime Video - Content Localization, Understanding & Enrichment","US, WA, Seattle",2026-06-12,10449253,amazon_science,2026-06-16,2026-06-25,0.3139,https://www.amazon.jobs/jobs/10449253/applied-scientist-prime-video--content-localization-understanding--enrichment-?cmpid=bsp-amazon-science,"Applied Scientist, Prime Video - Content Localization, Understanding & Enrichment US, WA, Seattle Job ID: 10449253 Posted June 12, 2026 (Updated 7 days ago) Prime Video is a first-stop entertainment destination offering customers a vast collection of premium programming in one app available across thousands of devices. Prime members can customize their viewing experience and find their favorite movies, series, documentaries, and live sports – including Amazon MGM Studios-produced series and movies; licensed fan favorites; and programming from Prime Video subscriptions such as Apple TV+, HBO Max, Peacock, Crunchyroll and MGM+. All customers, regardless of whether they have a Prime membership or not, can rent or buy titles via the Prime Video Store, and can enjoy even more content for free with ads. Are you interested in shaping the future of entertainment? Prime Video's technology teams are creating best-in-class digital video experience. As a Prime Video team member, you’ll have end-to-end ownership of the product, user experience, design, and technology required to deliver state-of-the-art experiences for our customers. You’ll get to work on projects that are fast-paced, challenging, and varied. You’ll also be able to experiment with new possibilities, take risks, and collaborate with remarkable people. We’ll look for you to bring your diverse perspectives, ideas, and skill-sets to make Prime Video even better for our customers. With global opportunities for talented technologists, you can decide where a career Prime Video Tech takes you! Key job responsibilities - Lead research and development of speech and audio generation technology and end-to-end speech-to-speech architecture - Develop audio processing solutions for production environments, including source separation, enhancement, and mixing - Define the research roadmap for your area, identify high-impact problems, and communicate technical direction to senior leadership - Publish research, contribute to the broader scientific community, and bring external advances into production systems - Hire, mentor, and develop applied scientists. Grow the team's capabilities to meet evolving customer and business needs About the team This team's mission is to deeply understand all content and empower all customers with relevant language options, innovative accessibility assists, and rich title-information across all their content-experiences on Prime Video. We create and publish content on-time that's meaningful, accurate, and accessible to every customer globally. We delight our customers by pushing the boundaries of content understanding and enrichment. Through inclusion and innovation, we do the most fulfilling work of our career."
"Applied Scientist II, Perception","US, MA, N.reading",2026-06-12,10448481,amazon_science,2026-06-15,2026-06-25,0.4516,https://www.amazon.jobs/jobs/10448481/applied-scientist-ii-perception?cmpid=bsp-amazon-science,"Applied Scientist II, Perception US, MA, N.reading Job ID: 10448481 Posted June 12, 2026 (Updated 8 days ago) Amazon is on a mission to redefine the future of automation — and we're looking for exceptional talent to help lead the way. We are building the next generation of advanced robotic systems that seamlessly blend cutting-edge AI, sophisticated control systems, and novel mechanical design to create adaptable, intelligent automation solutions capable of operating safely alongside humans in dynamic, real-world environments. At Amazon, we leverage the power of machine learning, artificial intelligence, and advanced robotics to solve some of the most complex operational challenges at a scale unlike anywhere else in the world. Our fleet of robots spans hundreds of facilities globally, working in sophisticated coordination to deliver on our promise of customer excellence — and we're just getting started. As a Applied Scientist in Robot Perception, you will be at the forefront of this transformation. You will develop and deploy state-of-the-art perception algorithms that enable robots to truly understand and interact with the physical world — bridging the gap between theoretical research and real-world impact. Bringing deep expertise in Computer Vision and a nuanced understanding of the capabilities and limitations of modern Vision-Language Models (VLMs), you will innovate boldly and push the boundaries of what's possible. Our vision for the Perception layer is ambitious: to enable seamless, intelligent interaction between the user, the robot, and its environment. This is a rare opportunity to work at the intersection of deep learning, large language models, and robotics — contributing to research that doesn't just advance the field, but reshapes it. You will collaborate with world-class teams pioneering breakthroughs in dexterous manipulation, locomotion, and human-robot interaction, all at an unprecedented scale. Join us in building intelligent robotic systems that will define the future of automation and human-robot collaboration. Key job responsibilities - Design, develop, and deploy perception algorithms for robotics systems, including object detection, segmentation, tracking, depth estimation, and scene understanding - Lead research initiatives in computer vision, sensor fusion and 3D perception - Collaborate with cross-functional teams including robotics engineers, software engineers, and product managers to define and deliver perception capabilities - Drive end-to-end ownership of ML models — from data collection and labeling strategy to training, evaluation, and deployment - Mentor junior scientists and engineers; contribute to a culture of technical excellence - Define and track key metrics to measure perception system performance in real-world environments - Publish research findings in top-tier venues (CVPR, ICCV, ECCV, ICRA, NeurIPS, etc.) and contribute to patents A day in the life - Train ML models for deployment in simulation and real-world robots, identify and document their limitations post-deployment - Drive technical discussions within your team and with key stakeholders to develop innovative solutions to address identified limitations - Actively contribute to brainstorming sessions on adjacent topics, bringing fresh perspectives that help peers grow and succeed — and in doing so, build lasting trust across the team - Mentor team members while maintaining significant hands-on contribution to technical solutions"
"Applied Science Manager , C360","US, WA, Seattle",2026-06-12,10448106,amazon_science,2026-06-13,2026-06-25,0.4964,https://www.amazon.jobs/jobs/10448106/applied-science-manager--c?cmpid=bsp-amazon-science,"Applied Science Manager , C360 US, WA, Seattle Job ID: 10448106 Posted June 12, 2026 (Updated 11 days ago) We are working on improving shopping on Amazon using the conversational capabilities of large language models and through customer behavioral data to make them more personalized for each customer. We are searching for pioneers who are passionate about technology, innovation, and customer experience, and are ready to make a lasting impact on the industry. In this role, you will be managing a team working on Large Language Model (LLM) and/or Vision-Language Model (VLM) post-training and alignment for new shopping experiences. You’ll be working with talented scientists, engineers, and technical program managers (TPM) to innovate on behalf of our customers. If you’re fired up about being part of a dynamic, driven team, then this is your moment to join us on this exciting journey!"
"Applied Scientist I, Prime Video - Playback Intelligence","US, WA, Seattle",2026-06-12,10449229,amazon_science,2026-06-16,2026-06-24,0.348,https://www.amazon.jobs/jobs/10449229/applied-scientist-i-prime-video--playback-intelligence-?cmpid=bsp-amazon-science,"Applied Scientist I, Prime Video - Playback Intelligence US, WA, Seattle Job ID: 10449229 Posted June 12, 2026 (Updated 7 days ago) Prime Video is a first-stop entertainment destination offering customers a vast collection of premium programming in one app available across thousands of devices. Prime members can customize their viewing experience and find their favorite movies, series, documentaries, and live sports – including Amazon MGM Studios-produced series and movies; licensed fan favorites; and programming from Prime Video add-on subscriptions such as Apple TV+, Max, Crunchyroll and MGM+. All customers, regardless of whether they have a Prime membership or not, can rent or buy titles via the Prime Video Store, and can enjoy even more content for free with ads. Are you interested in shaping the future of entertainment? Prime Video's technology teams are creating best-in-class digital video experience. As a Prime Video technologist, you’ll have end-to-end ownership of the product, user experience, design, and technology required to deliver state-of-the-art experiences for our customers. You’ll get to work on projects that are fast-paced, challenging, and varied. You’ll also be able to experiment with new possibilities, take risks, and collaborate with remarkable people. We’ll look for you to bring your diverse perspectives, ideas, and skill-sets to make Prime Video even better for our customers. With global opportunities for talented technologists, you can decide where a career Prime Video Tech takes you! As a Applied Scientist in the Prime Video Playback Intelligence organization, you will have deep subject matter expertise in applied machine learning and data science, with specializations in video streaming optimization, information retrieval, anomaly detection and root-causing systems, large language models, and generative AI across various modalities. Key job responsibilities * You will work with multiple teams of scientists, engineers, and product managers to translate business and functional requirements into concrete deliverables leading strategic efforts to enhance customer quality of experiences. * Problem spaces you will be working on include: improving the customer playback quality of experience across Video on Demand, Live Events and Linear Content. You’ll aim to reduce the time/cost/effort to optimize the customer experience as well as detect, root-cause, and mitigate defects in the customer experience. You’ll seek to understand the depth and nuance of streaming video at scale and identify opportunities to grow our business and improve customer quality of experience via principled ML/AI solutions. You will also lead integration of new algorithms and processes into existing modeling stacks, simplify and streamline the existing modeling stacks, and develop testing and evaluation strategies. Ultimately, you'll work backwards from the desired outcomes and lead the way on determining the ideal solution (statistical techniques, traditional ML, GenAI, etc). * You will be responsible for defining key research directions, adopting or inventing new machine learning techniques, conducting rigorous experiments, publishing results, and ensuring that research is translated into practice. You will develop long-term strategies, persuade teams to adopt those strategies, propose goals and deliver on them."
"Senior Applied Scientist, Last Mile","US, WA, Bellevue",2026-06-11,10454239,amazon_science,2026-06-20,2026-06-25,0.3919,https://www.amazon.jobs/jobs/10454239/senior-applied-scientist-last-mile?cmpid=bsp-amazon-science,"Senior Applied Scientist, Last Mile US, WA, Bellevue Job ID: 10454239 Posted June 11, 2026 (Updated 3 days ago) Amazon’s Last Mile Team is looking for a passionate individual with strong optimization and analytical skills to join its Last Mile Science team in the endeavor of designing and improving the most complex planning of delivery network in the world. Last Mile builds global solutions that enable Amazon to attract an elastic supply of drivers, companies, and assets needed to deliver Amazon's and other shippers' volumes at the lowest cost and with the best customer delivery experience. Last Mile Science team owns the core decision models in the space of jurisdiction planning, delivery channel and modes network design, capacity planning for on the road and at delivery stations, routing inputs estimation and optimization. Our research has direct impact on customer experience, driver and station associate experience, Delivery Service Partner (DSP)’s success and the sustainable growth of Amazon. Optimizing the last mile delivery requires deep understanding of transportation, supply chain management, pricing strategies and forecasting. Only through innovative and strategic thinking, we will make the right capital investments in technology, assets and infrastructures that allows for long-term success. Our team members have an opportunity to be on the forefront of supply chain thought leadership by working on some of the most difficult problems in the industry with some of the best product managers, scientists, and software engineers in the industry. Key job responsibilities Candidates will be responsible for developing solutions to better manage and optimize delivery capacity in the last mile network. The successful candidate should have solid research experience in one or more technical areas of Operations Research or Machine Learning. These positions will focus on identifying and analyzing opportunities to improve existing algorithms and also on optimizing the system policies across the management of external delivery service providers and internal planning strategies. They require superior logical thinkers who are able to quickly approach large ambiguous problems, turn high-level business requirements into mathematical models, identify the right solution approach, and contribute to the software development for production systems. To support their proposals, candidates should be able to independently mine and analyze data, and be able to use any necessary programming and statistical analysis software to do so. Successful candidates must thrive in fast-paced environments, which encourage collaborative and creative problem solving, be able to measure and estimate risks, constructively critique peer research, and align research focuses with the Amazon's strategic needs. As a senior scientist, you will also help coach/mentor junior scientists in the team. A day in the life Amazon offers a full range of benefits that support you and eligible family members, including domestic partners and their children. Benefits can vary by location, the number of regularly scheduled hours you work, length of employment, and job status such as seasonal or temporary employment. The benefits that generally apply to regular, full-time employees include: Medical, Dental, and Vision Coverage Maternity and Parental Leave Options Paid Time Off (PTO) 401(k) Plan If you are not sure that every qualification on the list above describes you exactly, we'd still love to hear from you! At Amazon, we value people with unique backgrounds, experiences, and skillsets. If you’re passionate about this role and want to make an impact on a global scale, please apply!"
"Applied Scientist, Stores Economics & Science (SEAS)","US, WA, Seattle",2026-06-11,10447054,amazon_science,2026-06-12,2026-06-25,0.5244,https://www.amazon.jobs/jobs/10447054/applied-scientist-stores-economics--science-seas?cmpid=bsp-amazon-science,"Applied Scientist, Stores Economics & Science (SEAS) US, WA, Seattle Job ID: 10447054 Posted June 11, 2026 (Updated 5 days ago) Stores Economics and Science (SEAS) is an interdisciplinary science and engineering team in Amazon's Stores organization with a peak-jumping mission: we apply expertise in science and engineering to move from local to global optima in methods, models, and software. We pursue this mission by leveraging frontier science; collaborating with partner teams; and learning from the tools, experience, and perspective of others. We scale by solving problems, first in the small to prove concepts, and then in the large by building scalable solutions. We also help other teams within Amazon scale by hiring and developing the best and embedding them in other business units. In 2026, we are focused on economics and science in areas related to (1) lowering cost-to-serve, (2) optimizing selection, and (3) emerging machine learning. We also have some ongoing and highly-leveraged collaborations that help partner teams inside Amazon short-circuit months of R&D or otherwise look around corners. We are looking for an Applied Scientist to build and deliver state-of-the-art science and engineering solutions to improve our Stores business. In this role, you will work in a team of scientists and engineers with backgrounds in machine learning, NLP, IR, statistics, and economics to identify bottlenecks in our business, conceive new ideas to overcome those challenges, and deploy scientific solutions in partnership with product teams. Your responsibilities include developing and maintaining the scientific models, benchmarks, and services. Graduate education or hands-on experience in machine learning, optimization, causal inference, Bayesian statistics, deep learning, or other quantitative scientific fields is a big plus. To be successful in this role, you should be a quick learner and comfortable with a high degree of ambiguity. Key job responsibilities The successful candidate will lead large-scale science initiatives from research to production and translate complex business problems into mathematical frameworks. They will design and implement large-scale algorithms for complex supply chain and marketplace problems, and design incentive-compatible mechanisms for marketplace challenges. The ideal candidate will have a strong publication record in top-tier conferences/journals (INFORMS, EC, WINE, ICML, NeurIPS, etc.) and experience coordinating cross-functional projects. Hands-on experience building science solutions to mechanism design problems (e.g., optimal auction design, welfare maximization under constraints, incentive compatible coordination), with expertise in statistical learning and algorithm development. Leadership responsibilities include influencing technical strategy and roadmaps for complex initiatives, influencing senior stakeholders and shaping technical direction, and fostering team growth."
"Sr. Research Scientist, AWS Security","US, VA, Herndon",2026-06-11,10450623,amazon_science,2026-06-17,2026-06-25,0.4573,https://www.amazon.jobs/jobs/10450623/sr-research-scientist-aws-security?cmpid=bsp-amazon-science,"Sr. Research Scientist, AWS Security US, VA, Herndon Job ID: 10450623 Posted June 11, 2026 (Updated 6 days ago) AWS Security is seeking a Research Scientist to apply rigorous quantitative methods to problems at the intersection of cloud security and customer experience. In this role, you will design and conduct large-scale research studies—leveraging advanced statistical modeling, survey research, and behavioral science—to surface actionable insights. Key job responsibilities Design and develop quantitative measurement models—including structural equation models (SEM) and latent variable frameworks—that map the relationships between security experiences and customer perception outcomes. Define and validate customer perception constructs through confirmatory factor analysis, survey design, and large-scale data collection across diverse customer segments, including technical and non-technical decision-makers. Extend existing scientific techniques and invent new approaches to address complex measurement challenges in the enterprise and emerging technology domain, including multi-stakeholder modeling, cross-segment analysis, and longitudinal study design. Partner cross-functionally with security specialists, program managers, and customer teams to integrate data sources into a unified research program. Establish baseline metrics and develop leading and lagging indicators that enable data-driven goal-setting and ongoing measurement of customer perception trends over time. Ensure scientific rigor by documenting methodology, validating model fit using established statistical criteria, and maintaining reproducibility of results. A day in the life You will spend your time designing research instruments, analyzing complex multi-source datasets, iterating on quantitative models, and presenting findings to senior leaders. You will collaborate with program managers, engineers, and strategists to connect research insights to real-world customer outcomes. About the team The AWS Security team owns security for all services offered by AWS, including EC2 and S3. This creates a lot of different opportunities for cross-team collaboration and high visibility into the company. We dive deep into security technologies to innovate and provide our customers the best possible experience with every transaction that happens in the cloud. As part of the AWS Security team, you’ll work alongside a motivated and diverse team eager to transform the cloud security landscape. Diverse Experiences Amazon Security values diverse experiences. Even if you do not meet all of the qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn’t followed a traditional path, or includes alternative experiences, don’t let it stop you from applying. Why Amazon Security? At Amazon, security is central to maintaining customer trust and delivering delightful customer experiences. Our organization is responsible for creating and maintaining a high bar for security across all of Amazon’s products and services. We offer talented security professionals the chance to accelerate their careers with opportunities to build experience in a wide variety of areas including cloud, devices, retail, entertainment, healthcare, operations, and physical stores. Inclusive Team Culture In Amazon Security, it’s in our nature to learn and be curious. Ongoing DEI events and learning experiences inspire us to continue learning and to embrace our uniqueness. Addressing the toughest security challenges requires that we seek out and celebrate a diversity of ideas, perspectives, and voices. Training & Career Growth We’re continuously raising our performance bar as we strive to become Earth’s Best Employer. That’s why you’ll find endless knowledge-sharing, training, and other career-advancing resources here to help you develop into a better-rounded professional. Work/Life Balance We value work-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why flexible work hours and arrangements are part of our culture. When we feel supported in the workplace and at home, there’s nothing we can’t achieve."
"Sr Manager, Applied Science, Creative Intelligence","US, NY, New York",2026-06-11,10452306,amazon_science,2026-06-18,2026-06-25,0.446,https://www.amazon.jobs/jobs/10452306/sr-manager-applied-science-creative-intelligence-?cmpid=bsp-amazon-science,"Sr Manager, Applied Science, Creative Intelligence US, NY, New York Job ID: 10452306 Posted June 11, 2026 (Updated 6 days ago) Lead the science organization powering Dynamic Creative Optimization (DCO) and Creative Brain (CB) across Amazon Ads. Own the models, algorithms, and research agenda that drive measurable advertiser performance lift through creative personalization at impression level. Manage a team of applied scientists and data sciences building the closed-loop system where every impression generates signal and every signal improves the next creative decision. Key job responsibilities Own the models that personalize ad creative at serving time across all formats. Drive optimization beyond clicks toward conversion, consideration, and long-term advertiser value. Compress the learning loop from days to hours. Expand model-driven optimization from partial to full coverage. Solve cold-start and self-competition problems. Build the persistent memory layer so every campaign inherits the intelligence of the last. Develop causal inference that isolates which creative components drive lift and why. Create cross-advertiser priors that raise the floor for new advertisers on day one. Design the representation architecture that lets the system reason about creative quality before serving. Own quality science: defect detection, compliance, aesthetics. Define science strategy for new surfaces and segments. Lead competitive analysis against peer platforms. Ensure research translates to production in quarters, not years. Build and manage a team of 8+ applied and data scientists"
"Sr Data Scientist, Amazon Publisher Services","US, NY, New York",2026-06-11,10448947,amazon_science,2026-06-16,2026-06-24,0.5089,https://www.amazon.jobs/jobs/10448947/sr-data-scientist-amazon-publisher-services?cmpid=bsp-amazon-science,"Sr Data Scientist, Amazon Publisher Services US, NY, New York Job ID: 10448947 Posted June 11, 2026 (Updated 7 days ago) External job description Job summary Amazon Publisher Services (APS) helps digital publishers around the world build and grow thriving businesses. We provide services and advanced technologies to web, mobile app and advanced TV publishers of all sizes, including many of comScore’s global top 100, to help them monetize their content with demand from multiple programmatic buyers. Our server-side header bidding solutions are fast and reliable across devices, handling billions of queries per day, delivering ads in milliseconds. The result is more profitable advertising for publishers and more relevant ads for customers. As a Data Scientist on this team, you will: • Solve real-world problems by getting and analyzing large amounts of data, diving deep to identify business insights and opportunities, design simulations and experiments, developing statistical and ML models by tailoring to business needs, and collaborating with Scientists, Engineers, BIE's, and Product Managers. • Write code (Python, R, Scala, etc.) to analyze data and build statistical models to solve specific business problems. • Apply statistical and machine learning knowledge to specific business problems and data. • Build decision-making models and propose solution for the business problem you define. • Retrieve, synthesize, and present critical data in a format that is immediately useful to answering specific questions or improving system performance. • Analyze historical data to identify trends and support optimal decision making. • Formalize assumptions about how our systems are expected to work, create statistical definition of the outlier, and develop methods to systematically identify outliers. Work out why such examples are outliers and define if any actions needed. • Given anecdotes about anomalies or generate automatic scripts to define anomalies, deep dive to explain why they happen, and identify fixes. • Conduct written and verbal presentations to share insights to audiences of varying levels of technical sophistication. Why you will love this opportunity: Amazon is investing heavily in building a world-class advertising business. This team defines and delivers a collection of advertising products that drive discovery and sales. Our solutions generate billions in revenue and drive long-term growth for Amazon’s Retail and Marketplace businesses. We deliver billions of ad impressions, millions of clicks daily, and break fresh ground to create world-class products. We are a highly motivated, collaborative, and fun-loving team with an entrepreneurial spirit - with a broad mandate to experiment and innovate. Impact and Career Growth: You will invent new experiences and influence customer-facing shopping experiences to help suppliers grow their retail business and the auction dynamics that leverage native advertising; this is your opportunity to work within the fastest-growing businesses across all of Amazon! Define a long-term science vision for our advertising business, driven from our customers' needs, translating that direction into specific plans for research and applied scientists, as well as engineering and product teams. This role combines science leadership, organizational ability, technical strength, product focus, and business understanding. About the team The Marketplace Services team within Amazon Publisher Services organization primarily focuses on improving monetization for our STV, Web, Mobile and Audio publisher customers. We directly work with 60+ 3p buyers to enable optimal connectivity for publishers to improve their yield. We also own products such as Connections Marketplace (CxM) and Signal IQ that help publishers connect to myriad of 3p and 1p ad tech vendors to boost their bid request quality, while measuring the value of each signal on their bid stream through rigorous A/B testing. Internal job description The candidate would work with Product, Engineering, BIEs and Scientist across Supply and Demand organization to help make APS the best performing supply path for Amazon ads advertiser customers. They would spearhead efforts to conduct experiments alongside demand and measurement teams to identify optimal perfomance path for advertisers while improving APS Share of Wallet. About the team The Marketplace Services team within Amazon Publisher Services organization primarily focuses on improving monetization for our STV, Web, Mobile and Audio publisher customers. We directly work with 60+ 3p buyers to enable optimal connectivity for publishers to improve their yield. We also own products such as Connections Marketplace (CxM) and Signal IQ that help publishers connect to myriad of 3p and 1p ad tech vendors to boost their bid request quality, while measuring the value of each signal on their bid stream through rigorous A/B testing."
